Journal-name	ISSN	eISSN	category	2021-JIF	JIF-Quartile	2021-JCI
JOURNAL OF PHARMACY AND PHARMACEUTICAL SCIENCES	N/A	1482-1826	PHARMACOLOGY & PHARMACY - SCIE	3.337	Q3	0.65
JOURNAL OF SYNCHROTRON RADIATION	0909-0495	1600-5775	INSTRUMENTS & INSTRUMENTATION - SCIE$OPTICS - SCIE$PHYSICS, APPLIED - SCIE	2.557	Q2	0.74
JOURNAL OF BIOMEDICAL INFORMATICS	1532-0464	1532-0480	COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE$MEDICAL INFORMATICS - SCIE	8.000	Q1	1.22
JOURNAL OF CARDIOTHORACIC AND VASCULAR ANESTHESIA	1053-0770	1532-8422	ANESTHESIOLOGY - SCIE$CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE$PERIPHERAL VASCULAR DISEASE - SCIE$RESPIRATORY SYSTEM - SCIE	2.894	Q3	0.62
SCANDINAVIAN JOURNAL OF LABORATORY ANIMAL SCIENCE	0901-3393	2002-0112	VETERINARY SCIENCES - SCIE	0.200	Q4	0.18
HEALTH SERVICES RESEARCH	0017-9124	1475-6773	HEALTH CARE SCIENCES & SERVICES - SCIE	3.734	Q2	1.11
ACS Applied Nano Materials	N/A	2574-0970	MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE$NANOSCIENCE & NANOTECHNOLOGY - SCIE	6.140	Q2	0.85
NEUROCHEMICAL RESEARCH	0364-3190	1573-6903	BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE$NEUROSCIENCES - SCIE	4.414	Q2	0.80
JOURNAL OF INFORMATION SCIENCE	0165-5515	1741-6485	COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE	2.462	Q3	0.81
Fixed Point Theory	1583-5022	2066-9208	MATHEMATICS - SCIE$MATHEMATICS, APPLIED - SCIE	1.396	Q1	1.37
COLORATION TECHNOLOGY	1472-3581	1478-4408	CHEMISTRY, APPLIED - SCIE$ENGINEERING, CHEMICAL - SCIE$MATERIALS SCIENCE, TEXTILES - SCIE	2.049	Q2	0.39
WASTE MANAGEMENT & RESEARCH	0734-242X	1096-3669	ENGINEERING, ENVIRONMENTAL - SCIE$ENVIRONMENTAL SCIENCES - SCIE	4.432	Q2	0.47
Cancer Biomarkers	1574-0153	1875-8592	ONCOLOGY - SCIE	3.828	Q3	0.79
Bulletin de la Societe Linneenne de Lyon	2554-5280	N/A	BIOLOGY - SCIE	0.172	Q4	0.04
EUROPEAN BIOPHYSICS JOURNAL WITH BIOPHYSICS LETTERS	0175-7571	1432-1017	BIOPHYSICS - SCIE	2.095	Q3	0.44
Geocarto International	1010-6049	1752-0762	ENVIRONMENTAL SCIENCES - SCIE$GEOSCIENCES, MULTIDISCIPLINARY - SCIE$IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY - SCIE$REMOTE SENSING - SCIE	3.450	Q2	0.79
BRITISH JOURNAL FOR THE PHILOSOPHY OF SCIENCE	0007-0882	1464-3537	HISTORY & PHILOSOPHY OF SCIENCE - SCIE	3.282	Q1	2.76
EUROPEAN JOURNAL OF CARDIO-THORACIC SURGERY	1010-7940	1873-734X	CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE$RESPIRATORY SYSTEM - SCIE$SURGERY - SCIE	4.534	Q1	1.19
International Journal of Circumpolar Health	1239-9736	2242-3982	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE	1.941	Q4	0.45
BIOPHYSICAL CHEMISTRY	0301-4622	1873-4200	BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE$BIOPHYSICS - SCIE$CHEMISTRY, PHYSICAL - SCIE	3.628	Q2	0.57
Therapeutic Advances in Musculoskeletal Disease	1759-720X	1759-7218	RHEUMATOLOGY - SCIE	3.625	Q3	0.65
Stahlbau	0038-9145	1437-1049	CONSTRUCTION & BUILDING TECHNOLOGY - SCIE$ENGINEERING, CIVIL - SCIE	0.546	Q4	0.12
Journal of Natural Gas Science and Engineering	1875-5100	2212-3865	ENERGY & FUELS - SCIE$ENGINEERING, CHEMICAL - SCIE	5.285	Q1	0.74
International Breastfeeding Journal	1746-4358	1746-4358	OBSTETRICS & GYNECOLOGY - SCIE$PEDIATRICS - SCIE	3.790	Q1	1.22
BRITISH JOURNAL OF ANAESTHESIA	0007-0912	1471-6771	ANESTHESIOLOGY - SCIE	11.719	Q1	2.63
NUTRITION RESEARCH	0271-5317	1879-0739	NUTRITION & DIETETICS - SCIE	3.876	Q3	0.73
European Journal of Internal Medicine	0953-6205	1879-0828	MEDICINE, GENERAL & INTERNAL - SCIE	7.749	Q1	1.08
ACS Nano	1936-0851	1936-086X	CHEMISTRY, MULTIDISCIPLINARY - SCIE$CHEMISTRY, PHYSICAL - SCIE$MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE$NANOSCIENCE & NANOTECHNOLOGY - SCIE	18.027	Q1	2.51
MENDELEEV COMMUNICATIONS	0959-9436	1364-551X	CHEMISTRY, MULTIDISCIPLINARY - SCIE	1.837	Q3	0.30
European Journal of Oncology Nursing	1462-3889	1532-2122	NURSING - SCIE$ONCOLOGY - SCIE	2.588	Q2	0.93
ARCHIVES OF COMPUTATIONAL METHODS IN ENGINEERING	1134-3060	1886-1784	COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE$ENGINEERING, MULTIDISCIPLINARY - SCIE$MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE	8.171	Q1	1.04
Journal of Developmental Origins of Health and Disease	2040-1744	2040-1752	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE	3.034	Q3	0.74
Australasian Emergency Care	N/A	2588-994X	EMERGENCY MEDICINE - SCIE$NURSING - SCIE	1.778	Q3	0.74
ACTA CHROMATOGRAPHICA	1233-2356	2083-5736	CHEMISTRY, ANALYTICAL - SCIE	2.011	Q4	0.40
ENDOCRINE PATHOLOGY	1046-3976	1559-0097	ENDOCRINOLOGY & METABOLISM - SCIE$PATHOLOGY - SCIE	4.056	Q2	0.97
MATHEMATICS OF CONTROL SIGNALS AND SYSTEMS	0932-4194	1435-568X	AUTOMATION & CONTROL SYSTEMS - SCIE$ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE$MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE	1.600	Q3	0.44
Fottea	1802-5439	N/A	PLANT SCIENCES - SCIE	2.429	Q2	0.80
JOURNAL OF INVERTEBRATE PATHOLOGY	0022-2011	1096-0805	ZOOLOGY - SCIE	2.795	Q1	1.41
KNEE	0968-0160	1873-5800	ORTHOPEDICS - SCIE$SPORT SCIENCES - SCIE$SURGERY - SCIE	2.423	Q3	0.86
HARMFUL ALGAE	1568-9883	1878-1470	MARINE & FRESHWATER BIOLOGY - SCIE	5.905	Q1	1.77
International Journal of Lower Extremity Wounds	1534-7346	1552-6941	DERMATOLOGY - SCIE$SURGERY - SCIE	1.922	Q3	0.61
Advanced Optical Materials	2195-1071	2195-1071	MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE$OPTICS - SCIE	10.050	Q1	1.84
HELICOBACTER	1083-4389	1523-5378	GASTROENTEROLOGY & HEPATOLOGY - SCIE$MICROBIOLOGY - SCIE	5.182	Q2	0.92
Atmospheric Research	0169-8095	1873-2895	METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE	5.965	Q1	1.31
JOURNAL OF BONE AND MINERAL RESEARCH	0884-0431	1523-4681	ENDOCRINOLOGY & METABOLISM - SCIE	6.390	Q1	1.47
Journal of Wine Economics	1931-4361	1931-437X	AGRICULTURAL ECONOMICS & POLICY - SCIE$FOOD SCIENCE & TECHNOLOGY - SCIE	2.178	Q3	0.79
JOURNAL OF MATERIALS ENGINEERING AND PERFORMANCE	1059-9495	1544-1024	MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE	2.036	Q4	0.33
Handchirurgie Mikrochirurgie Plastische Chirurgie	0722-1819	1439-3980	SURGERY - SCIE	0.985	Q4	0.40
CLINICAL ANATOMY	0897-3806	1098-2353	ANATOMY & MORPHOLOGY - SCIE	2.409	Q2	1.08
JOURNAL OF ADVANCED TRANSPORTATION	0197-6729	2042-3195	ENGINEERING, CIVIL - SCIE$TRANSPORTATION SCIENCE & TECHNOLOGY - SCIE	2.249	Q3	0.50
TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY	0002-8487	1548-8659	FISHERIES - SCIE	2.200	Q3	0.70
BioInvasions Records	2242-1300	2242-1300	BIODIVERSITY CONSERVATION - SCIE	1.672	Q3	0.44
INTERNATIONAL JOURNAL OF HIGH PERFORMANCE COMPUTING APPLICATIONS	1094-3420	1741-2846	COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE$COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE$COMPUTER SCIENCE, THEORY & METHODS - SCIE	2.820	Q2	0.49
PLANT FOODS FOR HUMAN NUTRITION	0921-9668	1573-9104	CHEMISTRY, APPLIED - SCIE$FOOD SCIENCE & TECHNOLOGY - SCIE$NUTRITION & DIETETICS - SCIE$PLANT SCIENCES - SCIE	4.124	Q1	0.82
Kyushu Journal of Mathematics	1340-6116	1883-2032	MATHEMATICS - SCIE	0.388	Q4	0.37
Foundations and Trends in Information Retrieval	1554-0669	1554-0677	COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE	13.286	Q1	3.57
Lancet Rheumatology	2665-9913	2665-9913	RHEUMATOLOGY - SCIE	35.482	Q1	7.68
JOURNAL OF BASIC MICROBIOLOGY	0233-111X	1521-4028	MICROBIOLOGY - SCIE	2.650	Q4	0.44
Breastfeeding Medicine	1556-8253	1556-8342	OBSTETRICS & GYNECOLOGY - SCIE$PEDIATRICS - SCIE	2.335	Q3	0.71
ANNALI DELL ISTITUTO SUPERIORE DI SANITA	0021-2571	N/A	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE	2.210	Q3	0.50
Orphanet Journal of Rare Diseases	N/A	1750-1172	GENETICS & HEREDITY - SCIE$MEDICINE, RESEARCH & EXPERIMENTAL - SCIE	4.302	Q2	0.83
VETERINARY PATHOLOGY	0300-9858	1544-2217	PATHOLOGY - SCIE$VETERINARY SCIENCES - SCIE	3.157	Q1	1.04
Glasnik Matematicki	0017-095X	1846-7989	MATHEMATICS - SCIE$MATHEMATICS, APPLIED - SCIE	0.432	Q4	0.40
Genetics Research	0016-6723	1469-5073	GENETICS & HEREDITY - SCIE	1.375	Q4	0.22
PROCESS SAFETY AND ENVIRONMENTAL PROTECTION	0957-5820	1744-3598	ENGINEERING, CHEMICAL - SCIE$ENGINEERING, ENVIRONMENTAL - SCIE	7.926	Q1	0.95
Journal of Translational Internal Medicine	2450-131X	2224-4018	MEDICINE, GENERAL & INTERNAL - SCIE	3.772	Q2	0.48
Computer Science and Information Systems	1820-0214	1820-0214	COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE$COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE	1.170	Q4	0.34
EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING	1619-7070	1619-7089	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE	10.057	Q1	2.32
ACM Transactions on Computing Education	1946-6226	1946-6226	EDUCATION, SCIENTIFIC DISCIPLINES - SCIE	2.493	Q3	1.14
JOURNAL OF MEMBRANE BIOLOGY	0022-2631	1432-1424	BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE$CELL BIOLOGY - SCIE$PHYSIOLOGY - SCIE	2.426	Q3	0.41
KOREAN JOURNAL OF PARASITOLOGY	0023-4001	1738-0006	PARASITOLOGY - SCIE	1.776	Q3	0.43
European Journal for Philosophy of Science	1879-4912	1879-4920	HISTORY & PHILOSOPHY OF SCIENCE - SCIE	1.602	Q1	1.26
Analytica Chimica Acta	0003-2670	1873-4324	CHEMISTRY, ANALYTICAL - SCIE	6.911	Q1	1.44
JOURNAL OF CLINICAL NEUROPHYSIOLOGY	0736-0258	1537-1603	CLINICAL NEUROLOGY - SCIE$NEUROSCIENCES - SCIE	2.590	Q3	0.41
Srpski Arhiv za Celokupno Lekarstvo	0370-8179	0370-8179	MEDICINE, GENERAL & INTERNAL - SCIE	0.224	Q4	0.06
ESAIM-Probability and Statistics	1292-8100	1262-3318	STATISTICS & PROBABILITY - SCIE	0.704	Q4	0.30
COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS	0010-3624	1532-2416	AGRONOMY - SCIE$CHEMISTRY, ANALYTICAL - SCIE$PLANT SCIENCES - SCIE$SOIL SCIENCE - SCIE	1.580	Q3	0.38
NEUROBIOLOGY OF DISEASE	0969-9961	1095-953X	NEUROSCIENCES - SCIE	7.046	Q1	1.42
JOURNAL OF APPLIED PROBABILITY	0021-9002	1475-6072	STATISTICS & PROBABILITY - SCIE	1.116	Q4	0.42
BIOMETALS	0966-0844	1572-8773	BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE	3.378	Q3	0.49
ROCK MECHANICS AND ROCK ENGINEERING	0723-2632	1434-453X	ENGINEERING, GEOLOGICAL - SCIE$GEOSCIENCES, MULTIDISCIPLINARY - SCIE	6.518	Q1	1.79
RESOURCES CONSERVATION AND RECYCLING	0921-3449	1879-0658	ENGINEERING, ENVIRONMENTAL - SCIE$ENVIRONMENTAL SCIENCES - SCIE	13.716	Q1	1.63
GEOLOGICAL JOURNAL	0072-1050	1099-1034	GEOSCIENCES, MULTIDISCIPLINARY - SCIE	2.128	Q3	0.56
FORKTAIL	0950-1746	0950-1746	ORNITHOLOGY - SCIE	0.545	Q4	0.24
Journal of Agricultural Engineering	1974-7071	2239-6268	AGRICULTURAL ENGINEERING - SCIE	1.727	Q3	0.21
EUROPEAN PHYSICAL JOURNAL E	1292-8941	1292-895X	CHEMISTRY, PHYSICAL - SCIE$MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE$PHYSICS, APPLIED - SCIE$POLYMER SCIENCE - SCIE	1.624	Q4	0.34
ORGANIC & BIOMOLECULAR CHEMISTRY	1477-0520	1477-0539	CHEMISTRY, ORGANIC - SCIE	3.890	Q1	0.93
COMPUTER AIDED GEOMETRIC DESIGN	0167-8396	1879-2332	COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE$MATHEMATICS, APPLIED - SCIE	1.368	Q3	0.62
Sao Paulo Medical Journal	1516-3180	N/A	MEDICINE, GENERAL & INTERNAL - SCIE	1.838	Q3	0.33
Astin Bulletin-The Journal of the International Actuarial Association	0515-0361	1783-1350	MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE$STATISTICS & PROBABILITY - SCIE	2.545	Q1	0.75
GLASGOW MATHEMATICAL JOURNAL	0017-0895	1469-509X	MATHEMATICS - SCIE	0.573	Q4	0.56
JOURNAL OF SOILS AND SEDIMENTS	1439-0108	1614-7480	ENVIRONMENTAL SCIENCES - SCIE$SOIL SCIENCE - SCIE	3.536	Q2	0.73
JOURNAL OF PHARMACY AND PHARMACOLOGY	0022-3573	2042-7158	PHARMACOLOGY & PHARMACY - SCIE	4.810	Q2	0.88
Journal of Drugs in Dermatology	1545-9616	1545-9616	DERMATOLOGY - SCIE	1.608	Q4	0.59
Metallurgical Research & Technology	2271-3646	2271-3654	METALLURGY & METALLURGICAL ENGINEERING - SCIE	0.946	Q4	0.25
GEOSCIENCES JOURNAL	1226-4806	1598-7477	GEOSCIENCES, MULTIDISCIPLINARY - SCIE	1.439	Q4	0.42
Journal of Gemmology	1355-4565	2632-1718	MINERALOGY - SCIE	1.059	Q4	0.29
MOLECULAR MICROBIOLOGY	0950-382X	1365-2958	BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE$MICROBIOLOGY - SCIE	3.979	Q3	0.66
BMJ Military Health	2633-3767	2633-3775	MEDICINE, GENERAL & INTERNAL - SCIE	2.800	Q3	0.41
Brain Connectivity	2158-0014	2158-0022	NEUROSCIENCES - SCIE	2.657	Q4	0.53
Surface Topography-Metrology and Properties	2051-672X	2051-672X	ENGINEERING, MECHANICAL - SCIE$INSTRUMENTS & INSTRUMENTATION - SCIE$MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE	2.185	Q3	0.46
BMC Urology	1471-2490	1471-2490	UROLOGY & NEPHROLOGY - SCIE	2.090	Q3	0.61
JOURNAL OF VISUALIZATION	1343-8875	1875-8975	COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE$IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY - SCIE	1.974	Q3	0.31
Bioanalysis	1757-6180	1757-6199	BIOCHEMICAL RESEARCH METHODS - SCIE$CHEMISTRY, ANALYTICAL - SCIE	2.695	Q3	0.48
CHEMICAL PAPERS	0366-6352	2585-7290	CHEMISTRY, MULTIDISCIPLINARY - SCIE	2.146	Q3	0.34
KYBERNETIKA	0023-5954	N/A	COMPUTER SCIENCE, CYBERNETICS - SCIE	0.690	Q4	0.14
HELGOLAND MARINE RESEARCH	1438-387X	1438-3888	MARINE & FRESHWATER BIOLOGY - SCIE$OCEANOGRAPHY - SCIE	2.217	Q2	0.53
International Journal of Surgery	1743-9191	1743-9159	SURGERY - SCIE	13.400	Q1	3.07
VETERINARY ANAESTHESIA AND ANALGESIA	1467-2987	1467-2995	VETERINARY SCIENCES - SCIE	1.763	Q2	0.78
GEOCHIMICA ET COSMOCHIMICA ACTA	0016-7037	1872-9533	GEOCHEMISTRY & GEOPHYSICS - SCIE	5.921	Q1	1.69
Journal of Neurological Surgery Part B-Skull Base	2193-6331	2193-634X	CLINICAL NEUROLOGY - SCIE$SURGERY - SCIE	1.407	Q4	0.41
JOURNAL OF WATER SUPPLY RESEARCH AND TECHNOLOGY-AQUA	0003-7214	1365-2087	ENGINEERING, CIVIL - SCIE$WATER RESOURCES - SCIE	3.007	Q2	0.63
INTERNATIONAL PSYCHOGERIATRICS	1041-6102	1741-203X	GERIATRICS & GERONTOLOGY - SCIE$PSYCHIATRY - SCIE$PSYCHOLOGY - SCIE	7.191	Q1	1.07
Journal of Coatings Technology and Research	1547-0091	1935-3804	CHEMISTRY, APPLIED - SCIE$MATERIALS SCIENCE, COATINGS & FILMS - SCIE	2.339	Q3	0.42
Italian Journal of Pediatrics	1720-8424	1824-7288	PEDIATRICS - SCIE	3.288	Q2	0.95
ACM Transactions on Multimedia Computing Communications and Applications	1551-6857	1551-6865	COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE$COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE$COMPUTER SCIENCE, THEORY & METHODS - SCIE	4.094	Q1	1.20
NUCLEAR SCIENCE AND ENGINEERING	0029-5639	1943-748X	NUCLEAR SCIENCE & TECHNOLOGY - SCIE	1.460	Q3	0.66
EUROPEAN UROLOGY	0302-2838	1873-7560	UROLOGY & NEPHROLOGY - SCIE	24.344	Q1	6.19
NORTHEASTERN NATURALIST	1092-6194	1938-5307	BIODIVERSITY CONSERVATION - SCIE$ECOLOGY - SCIE	0.486	Q4	0.16
Australian Endodontic Journal	1329-1947	1747-4477	DENTISTRY, ORAL SURGERY & MEDICINE - SCIE	1.719	Q4	0.63
BELL LABS TECHNICAL JOURNAL	1089-7089	1538-7305	COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE$ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE$TELECOMMUNICATIONS - SCIE	0.000	Q4	0.03
Materials Research Express	N/A	2053-1591	MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE	2.025	Q4	0.33
Psychogeriatrics	1346-3500	1479-8301	GERIATRICS & GERONTOLOGY - SCIE$PSYCHIATRY - SCIE	2.295	Q4	0.47
Dissertationes Mathematicae	0012-3862	1730-6310	MATHEMATICS - SCIE	1.909	Q1	1.04
GLASS PHYSICS AND CHEMISTRY	1087-6596	1608-313X	MATERIALS SCIENCE, CERAMICS - SCIE	0.685	Q4	0.20
CANADIAN JOURNAL OF NEUROLOGICAL SCIENCES	0317-1671	2057-0155	CLINICAL NEUROLOGY - SCIE	2.915	Q3	0.49
Gland Surgery	2227-684X	2227-8575	SURGERY - SCIE	2.160	Q3	0.69
Journal of Rock Mechanics and Geotechnical Engineering	1674-7755	2589-0417	ENGINEERING, GEOLOGICAL - SCIE	5.915	Q1	1.35
Journal of Applied Mechanics and Technical Physics	0021-8944	1573-8620	MECHANICS - SCIE$PHYSICS, APPLIED - SCIE	0.561	Q4	0.13
STEROIDS	0039-128X	1878-5867	BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE$ENDOCRINOLOGY & METABOLISM - SCIE	2.760	Q4	0.56
DRUGS & AGING	1170-229X	1179-1969	GERIATRICS & GERONTOLOGY - SCIE$PHARMACOLOGY & PHARMACY - SCIE	4.271	Q2	0.76
HUMAN FACTORS	0018-7208	1547-8181	BEHAVIORAL SCIENCES - SCIE$ENGINEERING, INDUSTRIAL - SCIE$PSYCHOLOGY - SCIE	3.598	Q2	0.89
STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT	1436-3240	1436-3259	ENGINEERING, CIVIL - SCIE$ENGINEERING, ENVIRONMENTAL - SCIE$ENVIRONMENTAL SCIENCES - SCIE$STATISTICS & PROBABILITY - SCIE$WATER RESOURCES - SCIE	3.821	Q1	0.89
Energy Sources Part B-Economics Planning and Policy	1556-7249	1556-7257	ENERGY & FUELS - SCIE	4.621	Q3	0.55
Pregnancy Hypertension-An International Journal of Womens Cardiovascular Health	2210-7789	2210-7789	OBSTETRICS & GYNECOLOGY - SCIE$PERIPHERAL VASCULAR DISEASE - SCIE	2.494	Q3	0.73
PRENATAL DIAGNOSIS	0197-3851	1097-0223	GENETICS & HEREDITY - SCIE$OBSTETRICS & GYNECOLOGY - SCIE	3.242	Q2	0.80
INTERNATIONAL POLYMER PROCESSING	0930-777X	2195-8602	ENGINEERING, CHEMICAL - SCIE$POLYMER SCIENCE - SCIE	0.920	Q4	0.17
JOURNAL OF THE KOREAN PHYSICAL SOCIETY	0374-4884	1976-8524	PHYSICS, MULTIDISCIPLINARY - SCIE	0.657	Q4	0.15
Innovation in Aging	N/A	2399-5300	GERIATRICS & GERONTOLOGY - SCIE	6.060	Q2	0.86
Cancers	N/A	2072-6694	ONCOLOGY - SCIE	6.575	Q1	1.03
CURRENT OPINION IN NEPHROLOGY AND HYPERTENSION	1062-4821	1473-6543	PERIPHERAL VASCULAR DISEASE - SCIE$UROLOGY & NEPHROLOGY - SCIE	3.416	Q2	0.58
DEVELOPMENT GROWTH & DIFFERENTIATION	0012-1592	1440-169X	CELL BIOLOGY - SCIE$DEVELOPMENTAL BIOLOGY - SCIE	3.063	Q2	0.38
PATTERN ANALYSIS AND APPLICATIONS	1433-7541	1433-755X	COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE	2.307	Q3	0.49
European Surgery-Acta Chirurgica Austriaca	1682-8631	1682-4016	SURGERY - SCIE	0.796	Q4	0.30
Australasian Psychiatry	1039-8562	1440-1665	PSYCHIATRY - SCIE	1.837	Q4	0.36
APL Materials	2166-532X	2166-532X	MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE$NANOSCIENCE & NANOTECHNOLOGY - SCIE$PHYSICS, APPLIED - SCIE	6.635	Q1	1.01
Lancet Planetary Health	N/A	2542-5196	ENVIRONMENTAL SCIENCES - SCIE$PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE	28.750	Q1	4.00
INTERNATIONAL OPHTHALMOLOGY	0165-5701	1573-2630	OPHTHALMOLOGY - SCIE	2.029	Q3	0.67
CYBIUM	0399-0974	2101-0315	ZOOLOGY - SCIE	0.843	Q4	0.46
Journal of Materials Research and Technology-JMR&T	2238-7854	2214-0697	MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE$METALLURGY & METALLURGICAL ENGINEERING - SCIE	6.267	Q1	1.24
NEUROREPORT	0959-4965	1473-558X	NEUROSCIENCES - SCIE	1.703	Q4	0.41
CRITICAL CARE CLINICS	0749-0704	1557-8232	CRITICAL CARE MEDICINE - SCIE	3.879	Q2	0.76
HOUSTON JOURNAL OF MATHEMATICS	0362-1588	N/A	MATHEMATICS - SCIE	0.429	Q4	0.41
npj Flexible Electronics	N/A	2397-4621	ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE$MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE	12.019	Q1	2.08
APPLIED CATALYSIS A-GENERAL	0926-860X	1873-3875	CHEMISTRY, PHYSICAL - SCIE$ENVIRONMENTAL SCIENCES - SCIE	5.723	Q2	0.93
STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION	1615-147X	1615-1488	COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE$ENGINEERING, MULTIDISCIPLINARY - SCIE$MECHANICS - SCIE	4.279	Q1	1.10
Magnetochemistry	N/A	2312-7481	CHEMISTRY, INORGANIC & NUCLEAR - SCIE$CHEMISTRY, PHYSICAL - SCIE$MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE	3.336	Q2	0.37
Wiley Interdisciplinary Reviews-Water	2049-1948	2049-1948	ENVIRONMENTAL SCIENCES - SCIE$WATER RESOURCES - SCIE	7.428	Q1	1.09
JOURNAL OF FLUIDS AND STRUCTURES	0889-9746	1095-8622	ENGINEERING, MECHANICAL - SCIE$MECHANICS - SCIE	3.482	Q2	0.88
Vojnosanitetski Pregled	0042-8450	2406-0720	MEDICINE, GENERAL & INTERNAL - SCIE	0.245	Q4	0.07
Annals of Work Exposures and Health	2398-7308	2398-7316	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE	2.779	Q3	0.67
VETERINARNI MEDICINA	0375-8427	1805-9392	VETERINARY SCIENCES - SCIE	0.746	Q4	0.31
Preventive Medicine	0091-7435	1096-0260	MEDICINE, GENERAL & INTERNAL - SCIE$PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE	4.637	Q2	1.17
ACTA CARDIOLOGICA	0001-5385	1784-973X	CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE	1.738	Q4	0.33
NEW ZEALAND JOURNAL OF ECOLOGY	0110-6465	1177-7788	ECOLOGY - SCIE	2.508	Q3	0.45
IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing	1939-1404	2151-1535	ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE$GEOGRAPHY, PHYSICAL - SCIE$IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY - SCIE$REMOTE SENSING - SCIE	4.715	Q1	1.04
ARCHIVES OF PHARMACAL RESEARCH	0253-6269	1976-3786	CHEMISTRY, MEDICINAL - SCIE$PHARMACOLOGY & PHARMACY - SCIE	6.010	Q1	1.04
Expert Review of Neurotherapeutics	1473-7175	1744-8360	CLINICAL NEUROLOGY - SCIE$PHARMACOLOGY & PHARMACY - SCIE	4.287	Q2	0.60
Public Health Ethics	1754-9973	1754-9981	MEDICAL ETHICS - SCIE$PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE	2.706	Q2	0.79
Health Information Management Journal	1833-3583	1833-3575	MEDICAL INFORMATICS - SCIE	3.778	Q2	0.77
JOURNAL OF INTERNATIONAL MEDICAL RESEARCH	0300-0605	1473-2300	MEDICINE, RESEARCH & EXPERIMENTAL - SCIE$PHARMACOLOGY & PHARMACY - SCIE	1.573	Q4	0.33
SOLA	1349-6476	1349-6476	METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE	2.349	Q4	0.50
ENGINEERING STRUCTURES	0141-0296	1873-7323	ENGINEERING, CIVIL - SCIE	5.582	Q1	1.27
